word,category,cids
the odds are stacked against you,Advantage,6.1.3.4
disadvantaged,Advantage,6.1.3.4
be to someone's disadvantage,Advantage,6.1.3.4
be against,Advantage,6.1.3.4
advantages and disadvantages,Advantage,6.1.3.4
pros and cons,Advantage,6.1.3.4
pluses and minuses,Advantage,6.1.3.4
difficult,"Difficult, impossible",6.1.3
hard,"Difficult, impossible",6.1.3
challenging,"Difficult, impossible",6.1.3
tough,"Difficult, impossible",6.1.3
not easy,"Difficult, impossible",6.1.3
arduous,"Difficult, impossible",6.1.3
demanding,"Difficult, impossible",6.1.3
be impossible,"Difficult, impossible",6.1.3
too hard,"Difficult, impossible",6.1.3
can't do it,"Difficult, impossible",6.1.3
not doable,"Difficult, impossible",6.1.3
difficulty,"Difficult, impossible",6.1.3
job satisfaction,Job satisfaction,6.1.4
rewarding,Job satisfaction,6.1.4
fulfilling,Job satisfaction,6.1.4
satisfying,Job satisfaction,6.1.4
profitable,Job satisfaction,6.1.4
like your job,Job satisfaction,6.1.4
challenging,Job satisfaction,6.1.4
hate your job,Job satisfaction,6.1.4
boring,Job satisfaction,6.1.4
unemployed,"Unemployed, not working",6.1.5
not working,"Unemployed, not working",6.1.5
out of work,"Unemployed, not working",6.1.5
idle,"Unemployed, not working",6.1.5
jobless,"Unemployed, not working",6.1.5
looking for work,"Unemployed, not working",6.1.5
made by hand,Made by hand,6.1.6
craft,Made by hand,6.1.6
crafted,Made by hand,6.1.6
craftsman,Made by hand,6.1.6
craftsmanship,Made by hand,6.1.6
artificial,Artificial,6.1.7
synthetic,Artificial,6.1.7
man-made,Artificial,6.1.7
processed,Artificial,6.1.7
natural,Artificial,6.1.7
wild,Artificial,6.1.7
raw,Artificial,6.1.7
virgin,Artificial,6.1.7
untamed,Artificial,6.1.7
organic,Artificial,6.1.7
be accustomed to,Accustomed to,6.1.8.1
used to,Accustomed to,6.1.8.1
familiar with,Accustomed to,6.1.8.1
experienced,Experienced,6.1.8
seasoned,Experienced,6.1.8
practiced,Experienced,6.1.8
veteran,Experienced,6.1.8
pro,Experienced,6.1.8
rice paddy,Growing rice,6.2.1.1.1
transplant seedling,Growing rice,6.2.1.1.1
sheaf,Growing wheat,6.2.1.1.2
ear,Growing maize,6.2.1.1.3
husk,Growing maize,6.2.1.1.3
stalk,Growing maize,6.2.1.1.3
silk,Growing maize,6.2.1.1.3
grow grain,Growing grain,6.2.1.1
sheaf,Growing grain,6.2.1.1
winnow,Growing grain,6.2.1.1
potato,Growing potatoes,6.2.1.2.1
potato vine,Growing potatoes,6.2.1.2.1
potato mound,Growing potatoes,6.2.1.2.1
cassava,Growing cassava,6.2.1.2.2
root,Growing roots,6.2.1.2
uproot,Growing roots,6.2.1.2
vegetable garden,Growing vegetables,6.2.1.3
hoe,Growing vegetables,6.2.1.3
pick,Growing vegetables,6.2.1.3
grape,Growing grapes,6.2.1.4.1
pick,Growing grapes,6.2.1.4.1
vine,Growing grapes,6.2.1.4.1
vineyard,Growing grapes,6.2.1.4.1
prune,Growing grapes,6.2.1.4.1
winepress,Growing grapes,6.2.1.4.1
cluster,Growing grapes,6.2.1.4.1
wine,Growing grapes,6.2.1.4.1
grape juice,Growing grapes,6.2.1.4.1
banana,Growing bananas,6.2.1.4.2
stalk,Growing bananas,6.2.1.4.2
flower,Growing bananas,6.2.1.4.2
finger,Growing bananas,6.2.1.4.2
hand,Growing bananas,6.2.1.4.2
bunch,Growing bananas,6.2.1.4.2
pulp,Growing bananas,6.2.1.4.2
prune,Growing bananas,6.2.1.4.2
leaf,Growing bananas,6.2.1.4.2
leaf stem,Growing bananas,6.2.1.4.2
stem,Growing bananas,6.2.1.4.2
pick,Growing fruit,6.2.1.4
press,Growing fruit,6.2.1.4
juice,Growing fruit,6.2.1.4
fruit juice,Growing fruit,6.2.1.4
sugarcane,Growing sugarcane,6.2.1.5.1
press,Growing sugarcane,6.2.1.5.1
juice,Growing sugarcane,6.2.1.5.1
pulp,Growing sugarcane,6.2.1.5.1
boil,Growing sugarcane,6.2.1.5.1
sugar,Growing sugarcane,6.2.1.5.1
tobacco,Growing tobacco,6.2.1.5.2
leaf,Growing tobacco,6.2.1.5.2
dry,Growing tobacco,6.2.1.5.2
rack,Growing tobacco,6.2.1.5.2
cut,Growing tobacco,6.2.1.5.2
sod,Growing grass,6.2.1.5
hay,Growing grass,6.2.1.5
alfalfa,Growing grass,6.2.1.5
mow,Growing grass,6.2.1.5
haystack,Growing grass,6.2.1.5
bale,Growing grass,6.2.1.5
growing flowers,Growing flowers,6.2.1.6
floriculture,Growing flowers,6.2.1.6
flower,Growing flowers,6.2.1.6
prune,Growing flowers,6.2.1.6
pick flower,Growing flowers,6.2.1.6
gardening,Growing flowers,6.2.1.6
garden,Growing flowers,6.2.1.6
flower garden,Growing flowers,6.2.1.6
flowering plants,Growing flowers,6.2.1.6
coconut,Growing coconuts,6.2.1.7.1
husk,Growing coconuts,6.2.1.7.1
shell,Growing coconuts,6.2.1.7.1
copra,Growing coconuts,6.2.1.7.1
milk,Growing coconuts,6.2.1.7.1
dry,Growing coconuts,6.2.1.7.1
bean,Growing coffee,6.2.1.7.2
dry,Growing coffee,6.2.1.7.2
grind,Growing coffee,6.2.1.7.2
prune,Growing trees,6.2.1.7
seedling,Growing trees,6.2.1.7
graft,Growing trees,6.2.1.7
grow,Growing crops,6.2.1
cultivate,Growing crops,6.2.1
raise,Growing crops,6.2.1
farm (v),Growing crops,6.2.1
garden (v),Growing crops,6.2.1
produce,Growing crops,6.2.1
crop,Growing crops,6.2.1
produce (n),Growing crops,6.2.1
agriculture,Agriculture,6.2
farming,Agriculture,6.2
clear a field,Clear a field,6.2.2.1
burn grass,Clear a field,6.2.2.1
slash and burn,Clear a field,6.2.2.1
uproot weeds,Clear a field,6.2.2.1
cut the grass,Clear a field,6.2.2.1
plow,Plow a field,6.2.2.2
cultivate,Plow a field,6.2.2.2
dig,Plow a field,6.2.2.2
hoe,Plow a field,6.2.2.2
harrow,Plow a field,6.2.2.2
make a row,Plow a field,6.2.2.2
plow a furrow,Plow a field,6.2.2.2
break up soil,Plow a field,6.2.2.2
fertilize,Fertilize a field,6.2.2.3
add fertilizer,Fertilize a field,6.2.2.3
fertilizer,Fertilize a field,6.2.2.3
fertile,Fertilize a field,6.2.2.3
manure,Fertilize a field,6.2.2.3
prepare field,Land preparation,6.2.2
clear field,Land preparation,6.2.2
(no words in English),Land preparation,6.2.2
cultivate,Plant a field,6.2.3
plant,Plant a field,6.2.3
seed (a field),Plant a field,6.2.3
sow seed,Plant a field,6.2.3
plant,Plant a field,6.2.3
plant vines,Plant a field,6.2.3
plant cuttings,Plant a field,6.2.3
transplant,Plant a field,6.2.3
seed,Plant a field,6.2.3
seedling,Plant a field,6.2.3
cutting,Plant a field,6.2.3
cut grass,Cut grass,6.2.4.1
mow,Cut grass,6.2.4.1
scythe,Cut grass,6.2.4.1
clip,Cut grass,6.2.4.1
machete,Cut grass,6.2.4.1
sickle,Cut grass,6.2.4.1
scythe,Cut grass,6.2.4.1
lawnmower,Cut grass,6.2.4.1
grass clippers,Cut grass,6.2.4.1
uproot,Uproot plants,6.2.4.2
pull,Uproot plants,6.2.4.2
dig out (stump),Uproot plants,6.2.4.2
root out,Uproot plants,6.2.4.2
weed (v),Uproot plants,6.2.4.2
hoe weeds,Uproot plants,6.2.4.2
weed killer,Uproot plants,6.2.4.2
herbicide,Uproot plants,6.2.4.2
rake weeds,Uproot plants,6.2.4.2
weed carelessly,Uproot plants,6.2.4.2
to water,Irrigate,6.2.4.3
irrigate,Irrigate,6.2.4.3
irrigation,Irrigate,6.2.4.3
irrigate,Irrigate,6.2.4.3
irrigation,Irrigate,6.2.4.3
irrigation canal,Irrigate,6.2.4.3
to water,Irrigate,6.2.4.3
trim,Trim plants,6.2.4.4
prune,Trim plants,6.2.4.4
cut back,Trim plants,6.2.4.4
thin,Trim plants,6.2.4.4
pruning hook,Trim plants,6.2.4.4
pruning shears,Trim plants,6.2.4.4
neglect,Neglect plants,6.2.4.5
allow to grow wild,Neglect plants,6.2.4.5
become overgrown,Neglect plants,6.2.4.5
let the weeds grow,Neglect plants,6.2.4.5
tend a field,Tend a field,6.2.4
cultivate,Tend a field,6.2.4
weed,Tend a field,6.2.4
hoe,Tend a field,6.2.4
pull weeds,Tend a field,6.2.4
support a banana stalk,Tend a field,6.2.4
spray,Tend a field,6.2.4
insecticide,Tend a field,6.2.4
scarecrow,Tend a field,6.2.4
first fruits,First fruits,6.2.5.1
eat first of new crops,First fruits,6.2.5.1
crop failure,Crop failure,6.2.5.2
poor harvest,Crop failure,6.2.5.2
drought,Crop failure,6.2.5.2
blight,Crop failure,6.2.5.2
disease,Crop failure,6.2.5.2
locusts,Crop failure,6.2.5.2
insect plague,Crop failure,6.2.5.2
storm,Crop failure,6.2.5.2
exhausted soil,Crop failure,6.2.5.2
bad seed,Crop failure,6.2.5.2
famine,Crop failure,6.2.5.2
lean times,Crop failure,6.2.5.2
gather,Gather wild plants,6.2.5.3
collect,Gather wild plants,6.2.5.3
pick (berries),Gather wild plants,6.2.5.3
wood,Plant product,6.2.5.4
thatch,Plant product,6.2.5.4
shingle,Plant product,6.2.5.4
hemp,Plant product,6.2.5.4
cotton,Plant product,6.2.5.4
sap,Plant product,6.2.5.4
rubber,Plant product,6.2.5.4
firewood,Plant product,6.2.5.4
harvest,Harvest,6.2.5
reap,Harvest,6.2.5
gather in the harvest,Harvest,6.2.5
harvest maize,Harvest,6.2.5
harvest rice,Harvest,6.2.5
harvest yams,Harvest,6.2.5
harvest beans,Harvest,6.2.5
pick fruit,Harvest,6.2.5
pluck an apple,Harvest,6.2.5
dig potatoes,Harvest,6.2.5
pull carrots,Harvest,6.2.5
cut vegetables,Harvest,6.2.5
crop,Harvest,6.2.5
harvest,Harvest,6.2.5
yield,Harvest,6.2.5
harvester,Harvest,6.2.5
lie fallow,Harvest,6.2.5
animals graze,Harvest,6.2.5
plow under plants,Harvest,6.2.5
ripe,Harvest,6.2.5
harvest,Harvest,6.2.5
harvest time,Harvest,6.2.5
winnow,Winnow grain,6.2.6.1
winnowing basket,Winnow grain,6.2.6.1
winnowing fork,Winnow grain,6.2.6.1
winnowing floor,Winnow grain,6.2.6.1
chaff,Winnow grain,6.2.6.1
grain,Winnow grain,6.2.6.1
mill (v),Mill grain,6.2.6.2
grind,Mill grain,6.2.6.2
mill (n),Mill grain,6.2.6.2
rice,Mill grain,6.2.6.2
wheat,Mill grain,6.2.6.2
maize,Mill grain,6.2.6.2
thresh,Thresh,6.2.6.3
beat,Thresh,6.2.6.3
beans,Thresh,6.2.6.3
threshing floor,Thresh,6.2.6.3
store the harvest,Store the harvest,6.2.6.4
store food,Store the harvest,6.2.6.4
put in sacks,Store the harvest,6.2.6.4
tie together,Store the harvest,6.2.6.4
heap of grain,Store the harvest,6.2.6.4
haystack,Store the harvest,6.2.6.4
sheaf of grain,Store the harvest,6.2.6.4
barn,Store the harvest,6.2.6.4
granary,Store the harvest,6.2.6.4
silo,Store the harvest,6.2.6.4
grain sack,Store the harvest,6.2.6.4
process harvest,Process harvest,6.2.6
shell groundnuts,Process harvest,6.2.6
shell beans,Process harvest,6.2.6
remove beans from pods,Process harvest,6.2.6
husk corn,Process harvest,6.2.6
remove leaves from maize cob,Process harvest,6.2.6
remove maize from the cob,Process harvest,6.2.6
dry,Process harvest,6.2.6
separate bad from good,Process harvest,6.2.6
farmer,Farm worker,6.2.7
farm worker,Farm worker,6.2.7
field hand,Farm worker,6.2.7
sharecropper,Farm worker,6.2.7
itinerant farm laborer,Farm worker,6.2.7
hired hand,Farm worker,6.2.7
pruning hook,Agricultural tool,6.2.8
pruning shears,Agricultural tool,6.2.8
hoe,Agricultural tool,6.2.8
shovel,Agricultural tool,6.2.8
spade,Agricultural tool,6.2.8
plow,Agricultural tool,6.2.8
plow blade,Agricultural tool,6.2.8
manure,Agricultural tool,6.2.8
to prune,Agricultural tool,6.2.8
to hoe,Agricultural tool,6.2.8
to plow,Agricultural tool,6.2.8
to pull a plow,Agricultural tool,6.2.8
to guide a plow,Agricultural tool,6.2.8
to use a shovel,Agricultural tool,6.2.8
to dig with a hoe,Agricultural tool,6.2.8
tip,Agricultural tool,6.2.8
edge,Agricultural tool,6.2.8
handle,Agricultural tool,6.2.8
blade,Agricultural tool,6.2.8
farmland,Farmland,6.2.9
farm,Farmland,6.2.9
field,Farmland,6.2.9
garden,Farmland,6.2.9
cultivated land,Farmland,6.2.9
agricultural land,Farmland,6.2.9
plantation,Farmland,6.2.9
plowed field,Farmland,6.2.9
tilled field,Farmland,6.2.9
field ready for harvest,Farmland,6.2.9
harvested field,Farmland,6.2.9
fallow field,Farmland,6.2.9
ground prepared for planting,Farmland,6.2.9
cattle,Cattle,6.3.1.1
bovine,Cattle,6.3.1.1
bull,Cattle,6.3.1.1
cow,Cattle,6.3.1.1
calf,Cattle,6.3.1.1
bullock,Cattle,6.3.1.1
heifer,Cattle,6.3.1.1
ox,Cattle,6.3.1.1
steer,Cattle,6.3.1.1
Angus,Cattle,6.3.1.1
aurochs,Cattle,6.3.1.1
Brahma,Cattle,6.3.1.1
Guernsey,Cattle,6.3.1.1
Holstein,Cattle,6.3.1.1
Jersey,Cattle,6.3.1.1
longhorn,Cattle,6.3.1.1
shorthorn,Cattle,6.3.1.1
udder,Cattle,6.3.1.1
graze,Cattle,6.3.1.1
chew the cud,Cattle,6.3.1.1
moo,Cattle,6.3.1.1
low,Cattle,6.3.1.1
bellow,Cattle,6.3.1.1
snort,Cattle,6.3.1.1
cow pasture,Cattle,6.3.1.1
cattle range,Cattle,6.3.1.1
cow barn,Cattle,6.3.1.1
cowshed,Cattle,6.3.1.1
stall,Cattle,6.3.1.1
milk,Cattle,6.3.1.1
blood,Cattle,6.3.1.1
meat,Cattle,6.3.1.1
beef,Cattle,6.3.1.1
steak,Cattle,6.3.1.1
hamburger,Cattle,6.3.1.1
minced meat,Cattle,6.3.1.1
rump roast,Cattle,6.3.1.1
fillet,Cattle,6.3.1.1
sheep,Sheep,6.3.1.2
ram,Sheep,6.3.1.2
ewe,Sheep,6.3.1.2
lamb,Sheep,6.3.1.2
wether,Sheep,6.3.1.2
wool,Sheep,6.3.1.2
shear,Sheep,6.3.1.2
fleece,Sheep,6.3.1.2
karakul,Sheep,6.3.1.2
baa,Sheep,6.3.1.2
bleat,Sheep,6.3.1.2
pasture,Sheep,6.3.1.2
range,Sheep,6.3.1.2
pen,Sheep,6.3.1.2
fold,Sheep,6.3.1.2
sheepfold,Sheep,6.3.1.2
flock,Sheep,6.3.1.2
goat,Goat,6.3.1.3
billy,Goat,6.3.1.3
he-goat,Goat,6.3.1.3
nanny,Goat,6.3.1.3
she-goat,Goat,6.3.1.3
kid,Goat,6.3.1.3
bleat,Goat,6.3.1.3
pasture,Goat,6.3.1.3
range,Goat,6.3.1.3
enclosure,Goat,6.3.1.3
flock,Goat,6.3.1.3
herd,Goat,6.3.1.3
goatherd,Goat,6.3.1.3
pig,Pig,6.3.1.4
hog,Pig,6.3.1.4
swine,Pig,6.3.1.4
boar,Pig,6.3.1.4
sow,Pig,6.3.1.4
piglet,Pig,6.3.1.4
suckling,Pig,6.3.1.4
slop,Pig,6.3.1.4
wallow,Pig,6.3.1.4
root,Pig,6.3.1.4
feed,Pig,6.3.1.4
grunt,Pig,6.3.1.4
squeal,Pig,6.3.1.4
snort,Pig,6.3.1.4
pork,Pig,6.3.1.4
sausage,Pig,6.3.1.4
ham,Pig,6.3.1.4
pork chop,Pig,6.3.1.4
gammon steak,Pig,6.3.1.4
pork tenderloin,Pig,6.3.1.4
pigsty,Pig,6.3.1.4
sty,Pig,6.3.1.4
pigpen,Pig,6.3.1.4
barn,Pig,6.3.1.4
shed,Pig,6.3.1.4
stall,Pig,6.3.1.4
dog,Dog,6.3.1.5
hound,Dog,6.3.1.5
canine,Dog,6.3.1.5
stray,Dog,6.3.1.5
cur,Dog,6.3.1.5
mangy,Dog,6.3.1.5
bitch,Dog,6.3.1.5
puppy,Dog,6.3.1.5
pup,Dog,6.3.1.5
whelp,Dog,6.3.1.5
basset,Dog,6.3.1.5
beagle,Dog,6.3.1.5
bloodhound,Dog,6.3.1.5
boxer,Dog,6.3.1.5
bulldog,Dog,6.3.1.5
Chihuahua,Dog,6.3.1.5
collie,Dog,6.3.1.5
dachshund,Dog,6.3.1.5
Doberman,Dog,6.3.1.5
German shepherd,Dog,6.3.1.5
greyhound,Dog,6.3.1.5
husky,Dog,6.3.1.5
Pekinese,Dog,6.3.1.5
poodle,Dog,6.3.1.5
retriever,Dog,6.3.1.5
setter,Dog,6.3.1.5
spaniel,Dog,6.3.1.5
terrier,Dog,6.3.1.5
bark,Dog,6.3.1.5
howl,Dog,6.3.1.5
yap,Dog,6.3.1.5
growl,Dog,6.3.1.5
doghouse,Dog,6.3.1.5
kennel,Dog,6.3.1.5
cat,Cat,6.3.1.6
feline,Cat,6.3.1.6
tom,Cat,6.3.1.6
tomcat,Cat,6.3.1.6
kitten,Cat,6.3.1.6
Angora,Cat,6.3.1.6
longhaired,Cat,6.3.1.6
shorthaired,Cat,6.3.1.6
Persian,Cat,6.3.1.6
Siamese,Cat,6.3.1.6
tabby,Cat,6.3.1.6
wash themselves,Cat,6.3.1.6
groom,Cat,6.3.1.6
hunt,Cat,6.3.1.6
stalk,Cat,6.3.1.6
meow,Cat,6.3.1.6
mew,Cat,6.3.1.6
caterwaul,Cat,6.3.1.6
hiss,Cat,6.3.1.6
purr,Cat,6.3.1.6
beast of burden,Beast of burden,6.3.1.7
horse,Beast of burden,6.3.1.7
equine,Beast of burden,6.3.1.7
donkey,Beast of burden,6.3.1.7
burro,Beast of burden,6.3.1.7
ass,Beast of burden,6.3.1.7
mule,Beast of burden,6.3.1.7
camel,Beast of burden,6.3.1.7
llama,Beast of burden,6.3.1.7
elephant,Beast of burden,6.3.1.7
stallion,Beast of burden,6.3.1.7
mare,Beast of burden,6.3.1.7
colt,Beast of burden,6.3.1.7
foal,Beast of burden,6.3.1.7
filly,Beast of burden,6.3.1.7
gelding,Beast of burden,6.3.1.7
Arabian,Beast of burden,6.3.1.7
pinto,Beast of burden,6.3.1.7
pony,Beast of burden,6.3.1.7
thoroughbred,Beast of burden,6.3.1.7
racehorse,Beast of burden,6.3.1.7
stable,Beast of burden,6.3.1.7
pasture,Beast of burden,6.3.1.7
range,Beast of burden,6.3.1.7
barn,Beast of burden,6.3.1.7
shed,Beast of burden,6.3.1.7
stall,Beast of burden,6.3.1.7
saddle,Beast of burden,6.3.1.7
bit,Beast of burden,6.3.1.7
bridle,Beast of burden,6.3.1.7
reins,Beast of burden,6.3.1.7
harness,Beast of burden,6.3.1.7
yoke,Beast of burden,6.3.1.7
domesticated animal,Domesticated animal,6.3.1
livestock,Domesticated animal,6.3.1
pet,Domesticated animal,6.3.1
domesticate,Domesticated animal,6.3.1
tame,Domesticated animal,6.3.1
break (horse),Domesticated animal,6.3.1
domesticated,Domesticated animal,6.3.1
tamed,Domesticated animal,6.3.1
broken in,Domesticated animal,6.3.1
cow,Domesticated animal,6.3.1
goat,Domesticated animal,6.3.1
sheep,Domesticated animal,6.3.1
horse,Domesticated animal,6.3.1
donkey,Domesticated animal,6.3.1
dog,Domesticated animal,6.3.1
cat,Domesticated animal,6.3.1
chicken,Domesticated animal,6.3.1
duck,Domesticated animal,6.3.1
goose,Domesticated animal,6.3.1
turkey,Domesticated animal,6.3.1
tend,Tend herds in fields,6.3.2
graze,Tend herds in fields,6.3.2
shepherd,Tend herds in fields,6.3.2
herd,Tend herds in fields,6.3.2
pasture,Tend herds in fields,6.3.2
feed,Tend herds in fields,6.3.2
look after animals,Tend herds in fields,6.3.2
herdsman,Tend herds in fields,6.3.2
herder,Tend herds in fields,6.3.2
cowboy,Tend herds in fields,6.3.2
shepherd,Tend herds in fields,6.3.2
tether,Tend herds in fields,6.3.2
rope,Tend herds in fields,6.3.2
prod (stick to direct cattle),Tend herds in fields,6.3.2
cowbell,Tend herds in fields,6.3.2
pasture,Tend herds in fields,6.3.2
field,Tend herds in fields,6.3.2
range,Tend herds in fields,6.3.2
milk (v),Milk,6.3.3
milk (n),Milk,6.3.3
milk jug,Milk,6.3.3
bucket,Milk,6.3.3
dairy,Milk,6.3.3
dairy cow,Milk,6.3.3
kill,"Butcher, slaughter",6.3.4
butcher,"Butcher, slaughter",6.3.4
slaughter,"Butcher, slaughter",6.3.4
destroy,"Butcher, slaughter",6.3.4
put down,"Butcher, slaughter",6.3.4
put away,"Butcher, slaughter",6.3.4
put something out of its misery,"Butcher, slaughter",6.3.4
skin,"Butcher, slaughter",6.3.4
flay,"Butcher, slaughter",6.3.4
butcher,"Butcher, slaughter",6.3.4
butchery,"Butcher, slaughter",6.3.4
dress (meat),"Butcher, slaughter",6.3.4
slaughterhouse,"Butcher, slaughter",6.3.4
butchery,"Butcher, slaughter",6.3.4
wool,Wool production,6.3.5
shear,Wool production,6.3.5
fleece,Wool production,6.3.5
chicken,Chicken,6.3.6.1
rooster,Chicken,6.3.6.1
cock,Chicken,6.3.6.1
hen,Chicken,6.3.6.1
chick,Chicken,6.3.6.1
chicken coop,Chicken,6.3.6.1
coop,Chicken,6.3.6.1
henhouse,Chicken,6.3.6.1
roost,Chicken,6.3.6.1
scratch,Chicken,6.3.6.1
roost,Chicken,6.3.6.1
cluck,Chicken,6.3.6.1
crow,Chicken,6.3.6.1
cock-a-doodle-doo,Chicken,6.3.6.1
cheep,Chicken,6.3.6.1
poultry,Poultry raising,6.3.6
chicken,Poultry raising,6.3.6
duck,Poultry raising,6.3.6
goose,Poultry raising,6.3.6
turkey,Poultry raising,6.3.6
pigeon,Poultry raising,6.3.6
canary,Poultry raising,6.3.6
parrot,Poultry raising,6.3.6
guinea fowl,Poultry raising,6.3.6
hen house,Poultry raising,6.3.6
duck pond,Poultry raising,6.3.6
birdcage,Poultry raising,6.3.6
gather eggs,Poultry raising,6.3.6
collect eggs,Poultry raising,6.3.6
pluck,Poultry raising,6.3.6
hide,Animal products,6.3.7
meat,Animal products,6.3.7
blood,Animal products,6.3.7
milk,Animal products,6.3.7
eggs,Animal products,6.3.7
wool,Animal products,6.3.7
skins,Animal products,6.3.7
leather,Animal products,6.3.7
bone meal,Animal products,6.3.7
fat,Animal products,6.3.7
tallow,Animal products,6.3.7
grease,Animal products,6.3.7
horn,Animal products,6.3.7
blood,Animal products,6.3.7
feathers,Animal products,6.3.7
down,Animal products,6.3.7
silk,Animal products,6.3.7
hoof and mouth,Animal diseases,6.3.8.1
cowpox,Animal diseases,6.3.8.1
castrate,Castrate animal,6.3.8.2
spay,Castrate animal,6.3.8.2
neutered,Castrate animal,6.3.8.2
steer,Castrate animal,6.3.8.2
ox (castrated bull),Castrate animal,6.3.8.2
gelding,Castrate animal,6.3.8.2
veterinarian,Veterinary science,6.3.8
veterinary,Veterinary science,6.3.8
animal diseases,Veterinary science,6.3.8
animal husbandry,Animal husbandry,6.3
tame,Animal husbandry,6.3
spray (for insects),Animal husbandry,6.3
brand,Animal husbandry,6.3
shelter,Animal husbandry,6.3
barn,Animal husbandry,6.3
shed,Animal husbandry,6.3
corral,Animal husbandry,6.3
pen,Animal husbandry,6.3
stall,Animal husbandry,6.3
manger,Animal husbandry,6.3
birdcage,Animal husbandry,6.3
chicken coop,Animal husbandry,6.3
fish tank,Animal husbandry,6.3
fishbowl,Animal husbandry,6.3
aquarium,Animal husbandry,6.3
fishpond,Animal husbandry,6.3
beehive,Animal husbandry,6.3
breed,Animal husbandry,6.3
crossbred,Animal husbandry,6.3
crossbreed,Animal husbandry,6.3
hybrid,Animal husbandry,6.3
interbred,Animal husbandry,6.3
mongrel,Animal husbandry,6.3
stud,Animal husbandry,6.3
track,Track an animal,6.4.1.1
follow,Track an animal,6.4.1.1
read the signs,Track an animal,6.4.1.1
stalk,Track an animal,6.4.1.1
trail,Track an animal,6.4.1.1
chase,Track an animal,6.4.1.1
track,Track an animal,6.4.1.1
print,Track an animal,6.4.1.1
footprint,Track an animal,6.4.1.1
paw print,Track an animal,6.4.1.1
hoof print,Track an animal,6.4.1.1
sign,Track an animal,6.4.1.1
trail,Track an animal,6.4.1.1
hunt (v),Hunt,6.4.1
hunt (n),Hunt,6.4.1
lay in wait,Hunt,6.4.1
blind,Hunt,6.4.1
decoy,Hunt,6.4.1
animal call,Hunt,6.4.1
bag an animal,Hunt,6.4.1
strike to cause injury,Hunt,6.4.1
strike hard,Hunt,6.4.1
kill,Hunt,6.4.1
flush an animal out of hiding,Hunt,6.4.1
to suddenly come out of hiding,Hunt,6.4.1
search,Hunt,6.4.1
hide,Hunt,6.4.1
capture,Hunt,6.4.1
chase away,Hunt,6.4.1
aim,Hunt,6.4.1
miss target,Hunt,6.4.1
shoot,Hunt,6.4.1
hit target,Hunt,6.4.1
nick,Hunt,6.4.1
spear,Hunt,6.4.1
hunting bow,Hunt,6.4.1
arrow,Hunt,6.4.1
poison for arrow,Hunt,6.4.1
quiver,Hunt,6.4.1
hunting net,Hunt,6.4.1
club,Hunt,6.4.1
gun,Hunt,6.4.1
sharpen,Hunt,6.4.1
hunting grounds,Hunt,6.4.1
hunt with dog,Hunt,6.4.1
hunting dog,Hunt,6.4.1
hunting dog bell,Hunt,6.4.1
take up the chase,Hunt,6.4.1
catch the scent,Hunt,6.4.1
follow the scent,Hunt,6.4.1
corner an animal,Hunt,6.4.1
tree an animal,Hunt,6.4.1
bay (sound of a dog when following an animal),Hunt,6.4.1
trap,Trap,6.4.2
snare,Trap,6.4.2
pit,Trap,6.4.2
lay a trap,Trap,6.4.2
set a snare,Trap,6.4.2
dig a pit,Trap,6.4.2
catch,Trap,6.4.2
trap,Trap,6.4.2
snare,Trap,6.4.2
fall into (a pit),Trap,6.4.2
escape,Trap,6.4.2
hunt for birds,Hunting birds,6.4.3
snare,Hunting birds,6.4.3
fowling,Hunting birds,6.4.3
look for bird's nest,Hunting birds,6.4.3
beekeeping,Beekeeping,6.4.4
beekeeper,Beekeeping,6.4.4
suit,Beekeeping,6.4.4
hive,Beekeeping,6.4.4
bee,Beekeeping,6.4.4
honey,Beekeeping,6.4.4
honeycomb,Beekeeping,6.4.4
wax,Beekeeping,6.4.4
queen,Beekeeping,6.4.4
drone,Beekeeping,6.4.4
worker,Beekeeping,6.4.4
nectar,Beekeeping,6.4.4
sting,Beekeeping,6.4.4
smoke,Beekeeping,6.4.4
collect honey,Beekeeping,6.4.4
cast,Fish with net,6.4.5.1
throw,Fish with net,6.4.5.1
pull in,Fish with net,6.4.5.1
bring in,Fish with net,6.4.5.1
mend net,Fish with net,6.4.5.1
dry net,Fish with net,6.4.5.1
fishnet,Fish with net,6.4.5.1
net,Fish with net,6.4.5.1
a catch of fish,Fish with net,6.4.5.1
fish,Fish with hooks,6.4.5.2
trawl,Fish with hooks,6.4.5.2
fly-fishing,Fish with hooks,6.4.5.2
cast,Fish with hooks,6.4.5.2
bait the hook,Fish with hooks,6.4.5.2
fishing equipment,Fishing equipment,6.4.5.3
fishing gear,Fishing equipment,6.4.5.3
net,Fishing equipment,6.4.5.3
hook,Fishing equipment,6.4.5.3
fishhook,Fishing equipment,6.4.5.3
line,Fishing equipment,6.4.5.3
sinker,Fishing equipment,6.4.5.3
float,Fishing equipment,6.4.5.3
rod,Fishing equipment,6.4.5.3
reel,Fishing equipment,6.4.5.3
tackle,Fishing equipment,6.4.5.3
boat,Fishing equipment,6.4.5.3
dam,Fishing equipment,6.4.5.3
trap,Fishing equipment,6.4.5.3
bait,Fishing equipment,6.4.5.3
to fish,Fishing,6.4.5
to catch (fish),Fishing,6.4.5
a catch (of fish),Fishing,6.4.5
fishing boat,Fishing,6.4.5
net,Fishing,6.4.5
hook,Fishing,6.4.5
